team,sponsor,stage,counterfactual,baseline_roi,counterfactual_roi,roi_delta,roi_ci_low,roi_ci_high,method,reason
Australia,Mengniu,group_or_knockout,media_surge,4.08,4.6512,0.5712,4.3912,4.9112,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Australia,Mengniu,group_or_knockout,budget_cut,4.08,3.7944,-0.2856,3.5144,4.0744,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Australia,Mengniu,group_or_knockout,budget_increase,4.08,4.4064,0.3264,4.1364,4.6764,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Australia,Mengniu,group_or_knockout,negative_news_shock,4.08,3.3456,-0.7344,2.9656,3.7256,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,group_or_knockout,player_absent,4.079,3.5895,-0.4895,3.2695,3.9095,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,group_or_knockout,media_surge,4.079,4.6501,0.5711,4.3901,4.9101,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,group_or_knockout,budget_cut,4.079,3.7935,-0.2855,3.5135,4.0735,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,group_or_knockout,budget_increase,4.079,4.4053,0.3263,4.1353,4.6753,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,group_or_knockout,negative_news_shock,4.079,3.3448,-0.7342,2.9648,3.7248,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Italy,Visa,group_or_knockout,player_absent,4.079,3.5895,-0.4895,3.2695,3.9095,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Italy,Visa,group_or_knockout,media_surge,4.079,4.6501,0.5711,4.3901,4.9101,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Italy,Visa,group_or_knockout,budget_cut,4.079,3.7935,-0.2855,3.5135,4.0735,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Italy,Visa,group_or_knockout,budget_increase,4.079,4.4053,0.3263,4.1353,4.6753,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Italy,Visa,group_or_knockout,negative_news_shock,4.079,3.3448,-0.7342,2.9648,3.7248,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Poland,Coca-Cola,group_or_knockout,player_absent,4.079,3.5895,-0.4895,3.2695,3.9095,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Poland,Coca-Cola,group_or_knockout,media_surge,4.079,4.6501,0.5711,4.3901,4.9101,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Poland,Coca-Cola,group_or_knockout,budget_cut,4.079,3.7935,-0.2855,3.5135,4.0735,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Poland,Coca-Cola,group_or_knockout,budget_increase,4.079,4.4053,0.3263,4.1353,4.6753,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Poland,Coca-Cola,group_or_knockout,negative_news_shock,4.079,3.3448,-0.7342,2.9648,3.7248,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
France,Qatar Airways,group_or_knockout,player_absent,4.079,3.5895,-0.4895,3.2695,3.9095,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
France,Qatar Airways,group_or_knockout,media_surge,4.079,4.6501,0.5711,4.3901,4.9101,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
France,Qatar Airways,group_or_knockout,budget_cut,4.079,3.7935,-0.2855,3.5135,4.0735,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
France,Qatar Airways,group_or_knockout,budget_increase,4.079,4.4053,0.3263,4.1353,4.6753,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
France,Qatar Airways,group_or_knockout,negative_news_shock,4.079,3.3448,-0.7342,2.9648,3.7248,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
South Korea,Hisense,group_or_knockout,player_absent,4.077,3.5878,-0.4892,3.2678,3.9078,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
South Korea,Hisense,group_or_knockout,media_surge,4.077,4.6478,0.5708,4.3878,4.9078,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
South Korea,Hisense,group_or_knockout,budget_cut,4.077,3.7916,-0.2854,3.5116,4.0716,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
South Korea,Hisense,group_or_knockout,budget_increase,4.077,4.4032,0.3262,4.1332,4.6732,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
South Korea,Hisense,group_or_knockout,negative_news_shock,4.077,3.3431,-0.7339,2.9631,3.7231,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Russia,Hyundai,group_or_knockout,player_absent,4.077,3.5878,-0.4892,3.2678,3.9078,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Russia,Hyundai,group_or_knockout,media_surge,4.077,4.6478,0.5708,4.3878,4.9078,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Russia,Hyundai,group_or_knockout,budget_cut,4.077,3.7916,-0.2854,3.5116,4.0716,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Russia,Hyundai,group_or_knockout,budget_increase,4.077,4.4032,0.3262,4.1332,4.6732,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Russia,Hyundai,group_or_knockout,negative_news_shock,4.077,3.3431,-0.7339,2.9631,3.7231,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Yugoslavia,Qatar Airways,tournament,player_absent,4.076,3.5869,-0.4891,3.2669,3.9069,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Yugoslavia,Qatar Airways,tournament,media_surge,4.076,4.6466,0.5706,4.3866,4.9066,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Yugoslavia,Qatar Airways,tournament,budget_cut,4.076,3.7907,-0.2853,3.5107,4.0707,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Yugoslavia,Qatar Airways,tournament,budget_increase,4.076,4.4021,0.3261,4.1321,4.6721,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Yugoslavia,Qatar Airways,tournament,negative_news_shock,4.076,3.3423,-0.7337,2.9623,3.7223,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.076,3.5869,-0.4891,3.2669,3.9069,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.076,4.6466,0.5706,4.3866,4.9066,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.076,3.7907,-0.2853,3.5107,4.0707,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.076,4.4021,0.3261,4.1321,4.6721,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.076,3.3423,-0.7337,2.9623,3.7223,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Germany,Coca-Cola,group_or_knockout,player_absent,4.075,3.586,-0.489,3.266,3.906,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Germany,Coca-Cola,group_or_knockout,media_surge,4.075,4.6455,0.5705,4.3855,4.9055,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Germany,Coca-Cola,group_or_knockout,budget_cut,4.075,3.7898,-0.2853,3.5098,4.0697,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Germany,Coca-Cola,group_or_knockout,budget_increase,4.075,4.401,0.326,4.131,4.671,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Germany,Coca-Cola,group_or_knockout,negative_news_shock,4.075,3.3415,-0.7335,2.9615,3.7215,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
England,McDonald's,group_or_knockout,player_absent,4.075,3.586,-0.489,3.266,3.906,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
England,McDonald's,group_or_knockout,media_surge,4.075,4.6455,0.5705,4.3855,4.9055,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
England,McDonald's,group_or_knockout,budget_cut,4.075,3.7898,-0.2853,3.5098,4.0697,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
England,McDonald's,group_or_knockout,budget_increase,4.075,4.401,0.326,4.131,4.671,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
England,McDonald's,group_or_knockout,negative_news_shock,4.075,3.3415,-0.7335,2.9615,3.7215,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Argentina,Hyundai,group_or_knockout,player_absent,4.074,3.5851,-0.4889,3.2651,3.9051,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Argentina,Hyundai,group_or_knockout,media_surge,4.074,4.6444,0.5704,4.3844,4.9044,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Argentina,Hyundai,group_or_knockout,budget_cut,4.074,3.7888,-0.2852,3.5088,4.0688,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Argentina,Hyundai,group_or_knockout,budget_increase,4.074,4.3999,0.3259,4.1299,4.6699,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Argentina,Hyundai,group_or_knockout,negative_news_shock,4.074,3.3407,-0.7333,2.9607,3.7207,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Nigeria,Coca-Cola,group_or_knockout,player_absent,4.074,3.5851,-0.4889,3.2651,3.9051,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Nigeria,Coca-Cola,group_or_knockout,media_surge,4.074,4.6444,0.5704,4.3844,4.9044,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Nigeria,Coca-Cola,group_or_knockout,budget_cut,4.074,3.7888,-0.2852,3.5088,4.0688,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Nigeria,Coca-Cola,group_or_knockout,budget_increase,4.074,4.3999,0.3259,4.1299,4.6699,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Nigeria,Coca-Cola,group_or_knockout,negative_news_shock,4.074,3.3407,-0.7333,2.9607,3.7207,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.07,3.5816,-0.4884,3.2616,3.9016,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.07,4.6398,0.5698,4.3798,4.8998,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.07,3.7851,-0.2849,3.5051,4.0651,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.07,4.3956,0.3256,4.1256,4.6656,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.07,3.3374,-0.7326,2.9574,3.7174,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
France,Qatar Airways,group_or_knockout,player_absent,4.07,3.5816,-0.4884,3.2616,3.9016,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
France,Qatar Airways,group_or_knockout,media_surge,4.07,4.6398,0.5698,4.3798,4.8998,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
France,Qatar Airways,group_or_knockout,budget_cut,4.07,3.7851,-0.2849,3.5051,4.0651,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
France,Qatar Airways,group_or_knockout,budget_increase,4.07,4.3956,0.3256,4.1256,4.6656,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
France,Qatar Airways,group_or_knockout,negative_news_shock,4.07,3.3374,-0.7326,2.9574,3.7174,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Italy,Visa,tournament,player_absent,4.07,3.5816,-0.4884,3.2616,3.9016,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Italy,Visa,tournament,media_surge,4.07,4.6398,0.5698,4.3798,4.8998,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Italy,Visa,tournament,budget_cut,4.07,3.7851,-0.2849,3.5051,4.0651,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Italy,Visa,tournament,budget_increase,4.07,4.3956,0.3256,4.1256,4.6656,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Italy,Visa,tournament,negative_news_shock,4.07,3.3374,-0.7326,2.9574,3.7174,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
